record_id,true_label,lstm_prediction,lstm_confidence,lstm_category,mp_prediction,mp_confidence,mp_category
1046,0,0,0.999509334564209,High (≥0.8),0,0.7879626784630753,Medium (0.6-0.8)
1084,0,0,0.9992421269416809,High (≥0.8),0,0.9976315466704273,High (≥0.8)
1086,0,0,0.9994783997535706,High (≥0.8),0,0.9891470920743826,High (≥0.8)
1088,0,0,0.998567521572113,High (≥0.8),0,0.9866559110061219,High (≥0.8)
1201,0,0,0.9996873140335083,High (≥0.8),0,0.9923638210901287,High (≥0.8)
1231,0,0,0.9996748566627502,High (≥0.8),0,0.9833234051198146,High (≥0.8)
1241,0,0,0.9996832609176636,High (≥0.8),0,0.9943289664826698,High (≥0.8)
1249,0,0,0.999774158000946,High (≥0.8),0,0.9493636751750147,High (≥0.8)
1275,0,0,0.9996621012687683,High (≥0.8),0,0.9264211481443733,High (≥0.8)
1433,0,0,0.9996833801269531,High (≥0.8),0,0.9974002623984016,High (≥0.8)
1443,0,0,0.9994605779647827,High (≥0.8),0,0.9916053041106719,High (≥0.8)
1462,0,0,0.9996551871299744,High (≥0.8),0,0.8650515285790994,High (≥0.8)
1494,0,0,0.9972299337387085,High (≥0.8),0,0.9830068448511626,High (≥0.8)
1505,0,0,0.9992478489875793,High (≥0.8),0,0.9961257725787861,High (≥0.8)
1561,0,0,0.99913489818573,High (≥0.8),0,0.7372284809552883,Medium (0.6-0.8)
1660,0,0,0.9995511174201965,High (≥0.8),0,0.6868625025079949,Medium (0.6-0.8)
1687,0,0,0.9996673464775085,High (≥0.8),0,0.9974618852018848,High (≥0.8)
1689,0,0,0.9996949434280396,High (≥0.8),0,0.9966241842831539,High (≥0.8)
1754,0,0,0.9996638894081116,High (≥0.8),0,0.9712267297597745,High (≥0.8)
1782,0,0,0.9994946122169495,High (≥0.8),0,0.918434177420078,High (≥0.8)
1802,0,0,0.9996435642242432,High (≥0.8),0,0.9876021972621201,High (≥0.8)
150,0,0,0.9997023344039917,High (≥0.8),0,0.9822708002052734,High (≥0.8)
182,0,0,0.9997187256813049,High (≥0.8),0,0.995296173911662,High (≥0.8)
215,0,0,0.999729573726654,High (≥0.8),0,0.9974669084163819,High (≥0.8)
243,0,0,0.9994778037071228,High (≥0.8),0,0.796976748548232,Medium (0.6-0.8)
275,0,0,0.999715268611908,High (≥0.8),0,0.9867105826317593,High (≥0.8)
290,0,0,0.9997103810310364,High (≥0.8),0,0.9800787196615087,High (≥0.8)
323,0,0,0.9997100234031677,High (≥0.8),0,0.9003352171078464,High (≥0.8)
339,0,0,0.9997115731239319,High (≥0.8),0,0.8316786883874213,High (≥0.8)
386,0,0,0.9997202754020691,High (≥0.8),0,0.996370297698747,High (≥0.8)
390,0,0,0.9995160102844238,High (≥0.8),0,0.981860208466342,High (≥0.8)
392,0,0,0.9997186064720154,High (≥0.8),0,0.9224356561693492,High (≥0.8)
400,0,0,0.9996692538261414,High (≥0.8),0,0.7916799391879676,Medium (0.6-0.8)
430,0,0,0.9997433423995972,High (≥0.8),0,0.8868070722284664,High (≥0.8)
512,0,0,0.9997366070747375,High (≥0.8),0,0.9898940544752067,High (≥0.8)
536,0,0,0.999647855758667,High (≥0.8),0,0.9927752340036237,High (≥0.8)
1096,0,0,0.9997161030769348,High (≥0.8),0,0.990738246907026,High (≥0.8)
1108,0,0,0.9998244047164917,High (≥0.8),0,0.9882752921536767,High (≥0.8)
1140,0,0,0.9997326731681824,High (≥0.8),0,0.7830409198639631,Medium (0.6-0.8)
1142,0,0,0.9998300075531006,High (≥0.8),0,0.9664838981001488,High (≥0.8)
1147,0,0,0.9996584057807922,High (≥0.8),0,0.9971340033578869,High (≥0.8)
1265,0,0,0.9998279809951782,High (≥0.8),0,0.9976495668862047,High (≥0.8)
1273,0,0,0.9998303651809692,High (≥0.8),0,0.9981990098235431,High (≥0.8)
1382,0,0,0.9996581673622131,High (≥0.8),0,0.5593018018760165,Low (<0.6)
1423,0,0,0.999855101108551,High (≥0.8),0,0.990666455063762,High (≥0.8)
1554,0,0,0.9994280934333801,High (≥0.8),0,0.7143603684597304,Medium (0.6-0.8)
1556,0,0,0.999503493309021,High (≥0.8),0,0.979146982853422,High (≥0.8)
1581,0,0,0.9997144341468811,High (≥0.8),0,0.9525706368830912,High (≥0.8)
1585,0,0,0.9996733069419861,High (≥0.8),0,0.6707460318675088,Medium (0.6-0.8)
1587,0,0,0.9996944665908813,High (≥0.8),0,0.9679094670552564,High (≥0.8)
1678,0,0,0.9995110034942627,High (≥0.8),0,0.9893579491656065,High (≥0.8)
1688,0,0,0.9997207522392273,High (≥0.8),0,0.9773618782412086,High (≥0.8)
1721,0,0,0.9997508525848389,High (≥0.8),0,0.9098456865136535,High (≥0.8)
1783,0,0,0.9997113347053528,High (≥0.8),0,0.8222116276226386,High (≥0.8)
1836,0,0,0.999801754951477,High (≥0.8),0,0.7937735838468191,Medium (0.6-0.8)
1848,0,0,0.9998958706855774,High (≥0.8),0,0.9775039733288198,High (≥0.8)
1881,0,0,0.9993799924850464,High (≥0.8),0,0.9882513674054447,High (≥0.8)
