domain,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std
insert_c,lstm,0.821846846846847,0.05517669018537162,0.5115551746435665,0.08615581927787361,0.4820261437908496,0.14970204707774676
