domain,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std
final_a,lstm,0.8439189189189189,0.01199871010230661,0.45765623752893275,0.0035118833648011757,0.5297491039426523,0.09568852050352859
