domain,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std
ablaut,lstm,0.7366228070175438,0.032370256874938746,0.7357533963470851,0.032709915922658823,0.8079863771817795,0.04342801104271415
