domain,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std
has_suffix,lstm,0.7897806580259223,0.04101764709585918,0.735118269286988,0.06695616279817146,0.8331953169743356,0.06014290274149189
