domain,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std
final_vw,lstm,0.8436936936936936,0.04373841772768485,0.5193835957748536,0.06668358630498332,0.6462464985994397,0.16012700041687225
