domain,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std
medial_a,lstm,0.8647869674185463,0.05490857627573351,0.6729211758269519,0.16131406276341517,0.8493426868126221,0.11379528422409288
