feature_set,model,n_features,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std,precision_mean,precision_std,recall_mean,recall_std
baseline,majority_class,0,0.6945164506480558,0.003097135258627312,0.4098593665336683,0.0010804277897688416,0.5,0.0,0.6945164506480558,0.003097135258627312,1.0,0.0
baseline,random_stratified,0,0.6009115510611023,0.054253166208116516,0.530896990374939,0.06309760592595555,0.5309774033510444,0.06309873419874514,0.7134146341463414,0.039516711575657684,0.7108286805759624,0.039584892343520944
ngrams_only,logistic_regression,2265,0.7957555903717418,0.03219564096338937,0.760477289405936,0.04158182600299731,0.84383201891283,0.05431475490305713,0.8594712439283084,0.034646727224778184,0.845768439612107,0.029810096492647827
ngrams_only,random_forest,2265,0.7451075345392394,0.032128234411620556,0.71214403556375,0.045140943872721884,0.8061798722024994,0.04479370285680771,0.849615642429616,0.04376989973686194,0.7727299441669115,0.0333855804077817
ngrams_only,xgboost,2265,0.7392251815980629,0.03552023371997239,0.712657144844702,0.04060420854409847,0.8086207552689334,0.0493475105448597,0.859196045204874,0.03808679922794313,0.7485160152806347,0.03512561529746018
semantic_only,logistic_regression,24,0.5224113374163225,0.03933091863562993,0.49984088292712237,0.03422670256457725,0.5516872146904472,0.04159395780703325,0.7123752153787998,0.02604515964689093,0.5237290625918309,0.06795676219807792
semantic_only,random_forest,24,0.5613587808004559,0.057203425971142655,0.5369461227899656,0.05058480190584898,0.6045751121382917,0.05148758178409952,0.7446299855017442,0.036333517369892335,0.5601087275933001,0.09672723495967614
semantic_only,xgboost,24,0.5824455205811139,0.06300062250325157,0.5531755743211014,0.05898112747073872,0.6035357977725007,0.06227926393584898,0.7475533476650529,0.04428051193276278,0.6004114017043785,0.08446371166751773
morph_only,logistic_regression,12,0.5553553624839767,0.04024334508224733,0.5407816855744046,0.03981405579672743,0.5705044800163078,0.039312025516591645,0.7601789163537371,0.039043118049750226,0.5262709374081693,0.046524779393435134
morph_only,random_forest,12,0.6227531690642358,0.08054173511011378,0.5907592665888892,0.07417840499480818,0.6329003555421422,0.058820191419024746,0.7690758771492996,0.05290406712843621,0.6475903614457832,0.10565090702510485
morph_only,xgboost,12,0.599943028058681,0.06812633440268157,0.5712068790581786,0.05830412267765766,0.6404204821924482,0.06409699304360011,0.7650652689363838,0.05202250321382911,0.6110196885101382,0.10871063114304316
phon_only,logistic_regression,1013,0.8193419740777668,0.040136135687081104,0.7852612516016214,0.05205398311695096,0.8777779487539258,0.048568999466085644,0.8694232050871664,0.04000129163738016,0.8724360858066411,0.024993877680909313
phon_only,random_forest,1013,0.698810710724968,0.04351903515793578,0.6730878564386529,0.042896494763227364,0.7898602485088674,0.041838339053712835,0.8357340619579426,0.029975687357177462,0.7048045841904202,0.05369673360682439
phon_only,xgboost,1013,0.7341546788206809,0.027581994544351764,0.7033191067011162,0.03551760133565111,0.8123572073395758,0.048273390555857804,0.8470965178015059,0.03439190844969793,0.75584778136938,0.04099257126453949
morph_phon,logistic_regression,1025,0.8278023073636234,0.043523333208519796,0.7967012057048832,0.05604718383278084,0.8886644578754481,0.04884689890552786,0.878969176641957,0.0395402781764936,0.8736409050837496,0.028667636451063776
morph_phon,random_forest,1025,0.7376086027631391,0.04512507351733227,0.7088336335662146,0.04961883288470316,0.8081086100058329,0.0417185570137894,0.8518457874717698,0.04198414763641437,0.7545694975022039,0.047091824792265057
morph_phon,xgboost,1025,0.7696268337843611,0.03599678677474185,0.7361801323128205,0.051317716206130626,0.8467914395441577,0.045311516792119276,0.860263650909922,0.047385139384002906,0.8019541580957978,0.03234092268773307
all_features,logistic_regression,1049,0.8151402934054979,0.03853289575235831,0.7813373873344902,0.05079049197101866,0.8824447868379692,0.04849085647620192,0.8683349802360997,0.03635700295881155,0.866382603585072,0.019509111725851135
all_features,random_forest,1049,0.7578478849166785,0.042231446258163115,0.727626839124911,0.04614602758095298,0.815009130126306,0.04129661590060236,0.8563695351575455,0.03509062339748255,0.7836614751689686,0.049050252858908086
all_features,xgboost,1049,0.7738071499786355,0.022762768238011783,0.7447986070002686,0.029409159858468578,0.8431283362410309,0.040281690677588404,0.8678367936919871,0.032150114764686266,0.7970908022333235,0.022126600076331132
