domain,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std
3way,lstm,0.5392405063291139,0.008850707579494972,0.23754967709885744,0.014525620720380066,0.5183266748855304,0.033399760783899175
