domain,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,auc_roc_mean,auc_roc_std
templatic,lstm,0.991891891891892,0.013055294365936405,0.8479452054794521,0.2448314792735202,0.9722222222222222,0.02777777777777779
